time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:Copy.count,Jvm:Copy.time,Jvm:MarkSweepCompact.count,Jvm:MarkSweepCompact.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2018-08-14 13:19:22.031 UTC, ,10709,5582205,10176,2419608,6160, ,63, ,6, , , , , , , , , ,63,24, , , ,25,38,21, ,3, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3513469,49057959936,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3513469, ,1534252281844, , , , ,3145728,3513439, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,234261000, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-14 13:20:22.037 UTC, ,10709,5582205,10176,2419608,6160, ,63, ,6, , , , , , , , , ,63,24, , , ,25,38,21, ,3, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3513469,49057955840,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3513469, ,1534252281844, , , , ,3145728,3513439, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,241376152, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-14 13:21:22.259 UTC, ,10709,5582205,10176,2419608,6160, ,63, ,6, , , , , , , , , ,63,24, , , ,25,38,21, ,3, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3513469,49057411072,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3513469, ,1534252281844, , , , ,3145728,3513439, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,375,216893936, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-14 13:22:22.267 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,41, , , , , , , , , ,63,24, , , ,26,38,21, ,13, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49053278208,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,9, ,9, , ,1, , ,3,1, , , , ,1, , , , , , , , ,1317,1, , , , , , , , ,236080000, , , , , , , ,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1, ,1,24,3,3, , , , , , 
2018-08-14 13:23:22.299 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,5, , , , , , , , , ,63,24, , , ,26,38,21, ,2, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49053274112,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,242833776, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-14 13:24:22.315 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,5, , , , , , , , , ,63,24, , , ,26,38,21, ,2, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49053270016,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,249435576, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-14 13:25:22.320 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,5, , , , , , , , , ,63,24, , , ,26,38,21, ,2, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49053265920,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,440,220008816, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-14 13:26:22.325 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,5, , , , , , , , , ,63,24, , , ,26,38,21, ,2, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49057411072,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,226828376, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-14 13:27:22.353 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,10, , , , , , , , , ,63,24, , , ,26,38,21, ,4, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49057406976,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,235644664, , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2, , , , , , , 
2018-08-14 13:28:22.360 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,5, , , , , , , , , ,63,24, , , ,26,38,21, ,2, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49057406976,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,244414848, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-14 13:29:22.381 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,5, , , , , , , , , ,63,24, , , ,26,38,21, ,2, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49057406976,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,251438416, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-14 13:30:22.393 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,5, , , , , , , , , ,63,24, , , ,26,38,21, ,2, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49057402880,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,570,221514288, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-14 13:31:22.402 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,5, , , , , , , , , ,63,24, , , ,26,38,21, ,2, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49057402880,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,237193792, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-14 13:32:22.409 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,10, , , , , , , , , ,63,24, , , ,26,38,21, ,4, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49057398784,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,245504888, , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2, , , , , , , 
2018-08-14 13:33:22.415 UTC, ,10709,5581165,10176,2418568,6160, ,63, ,5, , , , , , , , , ,63,24, , , ,26,38,21, ,2, , , , , , , , , , , , , , ,60839,5, ,55638, , , , ,3514786,49057394688,61,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3514786, ,1534252281844, , , , ,3145728,3514756, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,252795072, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
