time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:Copy.count,Jvm:Copy.time,Jvm:MarkSweepCompact.count,Jvm:MarkSweepCompact.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2018-08-15 11:00:01.403 UTC, ,125,5279685,10176,2127672,6160, ,65, ,1951,2,0.00, , , , , , , ,65,24, , , ,29,52,21, ,821,473, , , , , , , , , , , , , ,3607213,6,3526956,3526956, , , , ,3607267,48662736896,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3607267, ,1534330740252, , , , ,3145728,3607213, , ,477,0, , , ,1, , , ,3, , , , ,477,1,536553,47, , , ,1,1246920,432, , , , , , ,74,895,3,751,224494880, , , , , , , ,1802, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,127,1510,249, , , , , , , 
2018-08-15 11:01:01.411 UTC, ,589,5281429,10176,2128952,6160, ,65, ,382, , , , , , , , , ,65,24, , , ,30,52,21, ,62,4, , , , , , , , , , , , , ,3607213,6,3526956,3526956, , , , ,3615836,48658436096,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3615836, ,1534330740252, , , , ,3145728,3619443, , ,4,10, ,21, ,2,6, , ,3,3, , , ,4,1,368,2,5698,2, , ,4768,4,6508,4, , , , , , ,1,319,237025080, , , , , , , ,364,6, , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,17, ,43, ,5,194,96,37, , , , , , 
2018-08-15 11:02:00.176 UTC, ,125,3255845,5824,109992, , ,23,4,831,23,0.03,10, , , , , ,4,23,18, ,117, ,9,21,19, ,707,34, , , , , , , , , , , , , ,3631088,7,3622719,3622719,1,10,12,29,3631142,48662855680,-1,-1, , , , , ,31,11546, , , , , , , , , , , , , , , , , , , , , , , , , ,3631142, ,1534330919413, , , , ,3145728,3631088, , ,77,5,1,9,1,4,1, , ,3,2, , , ,77, ,30591,11,8495,1, ,2,8396794,224, , , , , , ,344,1168,7,464,82717696, , , , , , , ,710, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2018-08-15 11:03:00.183 UTC, ,125,5190229,10176,2038216,6160, ,42,11,1836,19,0.01, , , , , , ,2,42,22, , ,13,19,30,22, ,777,458, , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3631142,48662798336,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3631142, ,1534330919413, ,4, , ,3145728,3631088, , ,494,0, , , ,1, , , ,3, , , , ,494,1,563218,63, , , ,11,1346623,443, , , , , , ,70,718,1,165,170762896, , , , , , , ,1748, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,150,1433,228, , , , , , , 
2018-08-15 11:04:00.188 UTC, ,589,5208029,10176,2055552,6160, ,44, ,218,2,0.01,1, , , , , ,2,44,23, , , ,20,31,23, ,73,17, , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3634464,48658333696,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3634464, ,1534330919413, ,3,1,1,3145728,3634434, , ,20,10, ,10, ,2,1, , ,3,1, , , ,20,1,2899,5,3322,1, ,1,17332,18, , , , , , ,4,198,2,591,231491352, , , , , , , ,171, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,2,155,53,4, , , , , , 
2018-08-15 11:05:00.191 UTC, ,589,5206125,10176,2053648,6160, ,44, ,109, , , , , , , , ,2,44,23, , , ,20,31,23, ,30, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3637645,48658288640,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3637645, ,1534330919413,1,5, ,2,3145728,3637615, , , ,8, ,8, , ,2, , ,3,1, , , , ,1, , ,1461,1, , , , ,1720,1, , , , , , ,1,416,189294472, , , , , , , ,98, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,6, ,4, ,1,61,22,8, , , , , , 
2018-08-15 11:06:00.193 UTC, ,589,5206125,10176,2053648,6160, ,44, ,6, , , , , , , , ,2,44,23, , , ,20,31,23, ,3, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3637645,48658288640,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3637645, ,1534330919413, , , , ,3145728,3637615, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,195659120, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-15 11:07:00.202 UTC, ,589,5206125,10176,2053648,6160, ,44, ,6, , , , , , , , ,2,44,23, , , ,20,31,23, ,3, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3637645,48658288640,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3637645, ,1534330919413, , , , ,3145728,3637615, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,201894008, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-15 11:08:00.214 UTC, ,589,5206125,10176,2053648,6160, ,44, ,6, , , , , , , , ,2,44,23, , , ,20,31,23, ,3, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3637645,48658288640,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3637645, ,1534330919413, , , , ,3145728,3637615, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,209402400, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-15 11:09:00.223 UTC, ,589,5206125,10176,2053648,6160, ,44, ,6, , , , , , , , ,2,44,23, , , ,20,31,23, ,3, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3637645,48658288640,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3637645, ,1534330919413, , , , ,3145728,3637615, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,215856096, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-15 11:10:00.225 UTC, ,589,5206125,10176,2053648,6160, ,44, ,12, , , , , , , , ,2,44,23, , , ,20,31,23, ,6, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3637645,48662482944,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3637645, ,1534330919413, , , , ,3145728,3637615, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,222532432, , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2, , , , , , , 
2018-08-15 11:11:00.235 UTC, ,589,5206125,10176,2053648,6160, ,44, ,6, , , , , , , , ,2,44,23, , , ,20,31,23, ,3, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3637645,48662482944,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3637645, ,1534330919413, , , , ,3145728,3637615, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,228913176, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-15 11:12:00.241 UTC, ,589,5206125,10176,2053648,6160, ,44, ,6, , , , , , , , ,2,44,23, , , ,20,31,23, ,3, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3637645,48661958656,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3637645, ,1534330919413, , , , ,3145728,3637615, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,244156280, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-15 11:13:00.254 UTC, ,589,5206125,10176,2053648,6160, ,44, ,6, , , , , , , , ,2,44,23, , , ,20,31,23, ,3, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3637645,48661954560,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3637645, ,1534330919413, , , , ,3145728,3637615, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,250326496, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-15 11:14:00.265 UTC, ,589,5206125,10176,2053648,6160, ,44, ,6, , , , , , , , ,2,44,23, , , ,20,31,23, ,3, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3637645,48661893120,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3637645, ,1534330919413, , , , ,3145728,3637615, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,378,181653896, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , , , , 
2018-08-15 11:15:00.274 UTC, ,589,5206125,10176,2053648,6160, ,44, ,36, , , , , , , , ,2,44,23, , , ,20,31,23, ,11, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3638969,48661913600,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3638969, ,1534330919413, ,1, ,1,3145728,3638939, , , ,176, ,176, , ,1, , ,3,1, , , , ,1, , , , , , , , ,1324,1, , , , , , , , ,193833096, , , , , , , ,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , ,1,26,2,4, , , , , , 
2018-08-15 11:16:00.284 UTC, ,589,5206125,10176,2053648,6160, ,44, ,5, , , , , , , , ,2,44,23, , , ,20,31,23, ,2, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3638969,48661913600,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3638969, ,1534330919413, , , , ,3145728,3638939, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,200520536, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-15 11:17:00.290 UTC, ,589,5206125,10176,2053648,6160, ,44, ,5, , , , , , , , ,2,44,23, , , ,20,31,23, ,2, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3638969,48661909504,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3638969, ,1534330919413, , , , ,3145728,3638939, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,207412088, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-15 11:18:00.296 UTC, ,589,5206125,10176,2053648,6160, ,44, ,5, , , , , , , , ,2,44,23, , , ,20,31,23, ,2, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3638969,48661909504,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3638969, ,1534330919413, , , , ,3145728,3638939, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,215197448, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-15 11:19:00.306 UTC, ,589,5206125,10176,2053648,6160, ,44, ,5, , , , , , , , ,2,44,23, , , ,20,31,23, ,2, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3638969,48661909504,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3638969, ,1534330919413, , , , ,3145728,3638939, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,222128264, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , , , , 
2018-08-15 11:20:00.313 UTC, ,589,5206125,10176,2053648,6160, ,44, ,32, , , , , , , , ,2,44,23, , , ,20,31,24, ,7, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661159936,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, ,1, ,1,3145728,3640258, , , ,4, ,4, , ,1, , ,3,1, , , , ,1, , , , , , , , ,1319,1, , , , , , , , ,229517912, , , , , , , ,41, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,5, , , ,1,20,3,3, , , , , , 
2018-08-15 11:21:00.320 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661155840,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,236423912, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
2018-08-15 11:22:00.328 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661155840,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , ,1, ,1,402,184381480, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
2018-08-15 11:23:00.335 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661155840,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,191507320, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
2018-08-15 11:24:00.341 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661155840,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,198473264, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
2018-08-15 11:25:00.348 UTC, ,589,5206125,10176,2053648,6160, ,44, ,8, , , , , , , , ,2,44,23, , , ,20,31,24, ,2, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661151744,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,205607944, , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4, , , , , , , 
2018-08-15 11:26:00.360 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661151744,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,212770704, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
2018-08-15 11:27:00.365 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661151744,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,219644472, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
2018-08-15 11:28:00.374 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661151744,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,226570368, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
2018-08-15 11:29:00.381 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661020672,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,233742272, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
2018-08-15 11:30:00.390 UTC, ,589,5206125,10176,2053648,6160, ,44, ,8, , , , , , , , ,2,44,23, , , ,20,31,24, ,2, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661020672,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,240733520, , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4, , , , , , , 
2018-08-15 11:31:00.405 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661020672,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,247271104, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
2018-08-15 11:32:00.413 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48661020672,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,416,186507056, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
2018-08-15 11:33:00.458 UTC, ,589,5206125,10176,2053648,6160, ,44, ,4, , , , , , , , ,2,44,23, , , ,20,31,24, ,1, , , , , , , , , , , , , , ,3631088,7,3622719,3622719, , , , ,3640288,48489267200,59,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3640288, ,1534330919413, , , , ,3145728,3640258, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,193395424, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , 
